source_csv,ip,cve,port,proto,severity,exploit
openvas/opv_124_172.16.217.131/csv/172.16.217.131.csv,172.16.217.131,CVE-2008-4114,445,tcp,High,auxiliary/dos/windows/smb/ms09_001_write
